Type,Date,Description,Address,Latitude,Longitude,City,State,Median Household Income,Address_Clean
Assault,09/06/2024 4:50 PM,Disturbance,"00 BLOCK OF DISCOVERY DR, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","00 block of discovery dr, bluffton, sc"
Other,09/06/2024 4:30 PM,Propery Damage,"00 BLOCK OF BRUIN RD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","00 block of bruin rd, bluffton, sc"
Other,09/05/2024 1:00 PM,Propery Damage,"100 BLOCK OF SIMMONSVILLE RD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","100 block of simmonsville rd, bluffton, sc"
Assault,09/03/2024 6:21 PM,Assault/Battery,"100 BLOCK OF BUCKWALTER PLACE BLVD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","100 block of buckwalter place blvd, bluffton, sc"
Vandalism,09/03/2024 1:20 PM,Hit & Run,"BUCKWALTER PKWY AND INNOVATION DR, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","buckwalter pkwy and innovation dr, bluffton, sc"
Assault,09/03/2024 12:45 AM,Shoplifing,"6200 BLOCK OF JENNIFER CT, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","6200 block of jennifer ct, bluffton, sc"
Theft,09/01/2024 2:41 PM,Gunshot Wound,"100 BLOCK OF BUCKWALTER PLACE BLVD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","100 block of buckwalter place blvd, bluffton, sc"
Shooting,09/01/2024 12:20 AM,Vandalism,"6200 BLOCK OF JENNIFER CT, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","6200 block of jennifer ct, bluffton, sc"
Vandalism,08/31/2024 9:00 PM,Shoplifting,"00 BLOCK OF GOETHE RD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","00 block of goethe rd, bluffton, sc"
Theft,08/31/2024 7:32 PM,Hit & Run,"100 BLOCK OF BUCKWALTER PLACE BLVD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","100 block of buckwalter place blvd, bluffton, sc"
Assault,08/31/2024 1:00 PM,Propery Damage,"200 BLOCK OF BLUFFTON RD, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","200 block of bluffton rd, bluffton, sc"
Vandalism,08/30/2024 10:37 AM,Trespassing,"100 BLOCK OF CALHOUN ST, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","100 block of calhoun st, bluffton, sc"
Other,08/29/2024 11:04 AM,Stolen Vehicle,"BELFAIR VILLAGE DR AND TOWNE DR, Bluffton, SC",32.5060354489796,-80.99135693877551,Bluffton,SC,"$99,575","belfair village dr and towne dr, bluffton, sc"
Other,10/04/2024 11:15 PM,DV PARTIES SEPARATED. Call #,"1100 BLK OF E 30TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1100 blk of e 30th st, tucson, az"
Other,10/04/2024 8:40 PM,DV BREWING. Call #,"600 BLK OF S TUCSON BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","600 blk of s tucson bl, tucson, az"
Other,10/04/2024 7:04 PM,DV PARTIES SEPARATED. Call #,"2200 BLK OF E 36TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2200 blk of e 36th st, tucson, az"
Other,10/04/2024 6:39 PM,UNWANTED PERSON/TRESPASSER. Call #,"800 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","800 blk of e 22nd st, tucson, az"
Other,10/04/2024 5:36 PM,UNWANTED PERSON/TRESPASSER. Call #,"900 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","900 blk of e 22nd st, tucson, az"
Other,10/04/2024 3:33 PM,UNWANTED PERSON/TRESPASSER. Call #,"1100 BLK OF S PARK AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1100 blk of s park av, tucson, az"
Other,10/04/2024 3:14 PM,DV PARTIES SEPARATED. Call #,"800 BLK OF E 31ST ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","800 blk of e 31st st, tucson, az"
Other,10/04/2024 1:53 PM,UNWANTED PERSON/TRESPASSER. Call #,"3000 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","3000 blk of e 22nd st, tucson, az"
Other,10/04/2024 12:52 PM,UNWANTED PERSON/TRESPASSER. Call #,"1900 BLK OF E BROADWAY BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1900 blk of e broadway bl, tucson, az"
Other,10/04/2024 12:04 PM,UNWANTED PERSON/TRESPASSER. Call #,"1800 BLK OF E BROADWAY BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1800 blk of e broadway bl, tucson, az"
Other,10/04/2024 11:32 AM,SUSPICIOUS ACTIVITY. Call #,"2900 BLK OF E 30TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2900 blk of e 30th st, tucson, az"
Other,10/04/2024 11:14 AM,UNWANTED PERSON/TRESPASSER. Call #,"1800 BLK OF E BROADWAY BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1800 blk of e broadway bl, tucson, az"
Theft,10/04/2024 10:56 AM,THEFT CALLBACK. Call #,"2000 BLK OF S AMALIA AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2000 blk of s amalia av, tucson, az"
Other,10/04/2024 10:53 AM,DV BREWING. Call #,"2500 BLK OF S TREAT AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2500 blk of s treat av, tucson, az"
Other,10/04/2024 9:19 AM,UNWANTED PERSON/TRESPASSER. Call #,"2400 BLK OF S EDMONDSON AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2400 blk of s edmondson av, tucson, az"
Other,10/04/2024 6:24 AM,SUSPICIOUS ACTIVITY. Call #,"1700 BLK OF E 10TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1700 blk of e 10th st, tucson, az"
Other,10/03/2024 9:28 PM,PRESERVE THE PEACE. Call #,"2900 BLK OF E 24TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2900 blk of e 24th st, tucson, az"
Other,10/03/2024 8:39 PM,ARGUMENT. Call #,"3000 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","3000 blk of e 22nd st, tucson, az"
Assault,10/03/2024 2:32 PM,THREAT. Call #,"3100 BLK OF E 30TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","3100 blk of e 30th st, tucson, az"
Assault,10/03/2024 2:23 PM,ABUSE/NEGLECT. Call #,"1400 BLK OF E BROADWAY BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1400 blk of e broadway bl, tucson, az"
Other,10/03/2024 1:43 PM,UNWANTED PERSON/TRESPASSER. Call #,"900 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","900 blk of e 22nd st, tucson, az"
Assault,10/03/2024 1:37 PM,FIGHT-WEAPONS INVOLVED. Call #,"500 BLK OF E 23RD ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","500 blk of e 23rd st, tucson, az"
Other,10/03/2024 12:36 PM,COMMUNITY ENGAGEMENT/TARGETED ENFORCEMENT. Call #,"1500 BLK OF E 36TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1500 blk of e 36th st, tucson, az"
Other,10/03/2024 11:53 AM,MENTAL HEALTH UNIT. Call #,"2500 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2500 blk of e 22nd st, tucson, az"
Other,10/03/2024 11:48 AM,COMMUNITY ENGAGEMENT/CITY PARK PATROL. Call #,"400 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","400 blk of e 22nd st, tucson, az"
Other,10/03/2024 11:41 AM,GTA LOCATED/RETURNED. Call #,"2700 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2700 blk of e 22nd st, tucson, az"
Other,10/03/2024 10:45 AM,MENTAL HEALTH UNIT. Call #,"1500 BLK OF S 4TH AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1500 blk of s 4th av, tucson, az"
Other,10/03/2024 9:29 AM,UNWANTED PERSON/TRESPASSER. Call #,"800 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","800 blk of e 22nd st, tucson, az"
Other,10/03/2024 7:02 AM,COMMUNITY ENGAGEMENT/SPECIAL CHECK ACTIVITY. Call #,"1500 BLK OF E 36TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1500 blk of e 36th st, tucson, az"
Other,10/03/2024 6:46 AM,NON-VERIFIED ALARM. Call #,"600 BLK OF E 19TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","600 blk of e 19th st, tucson, az"
Theft,10/03/2024 4:54 AM,THEFT CALLBACK. Call #,"1400 BLK OF E 18TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1400 blk of e 18th st, tucson, az"
Other,10/03/2024 3:01 AM,ARGUMENT. Call #,"2500 BLK OF S EDMONDSON AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2500 blk of s edmondson av, tucson, az"
Other,10/03/2024 2:01 AM,NON-VERIFIED ALARM. Call #,"1800 BLK OF E 18TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1800 blk of e 18th st, tucson, az"
Other,10/03/2024 12:42 AM,NON-VERIFIED ALARM. Call #,"400 BLK OF S PLUMER AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","400 blk of s plumer av, tucson, az"
Other,10/02/2024 5:41 PM,NON-VERIFIED ALARM. Call #,"1900 BLK OF E SILVERLAKE RD, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1900 blk of e silverlake rd, tucson, az"
Assault,10/02/2024 2:38 PM,FIGHT IN PROGRESS. Call #,"1500 BLK OF E 36TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1500 blk of e 36th st, tucson, az"
Vandalism,10/02/2024 1:54 PM,VANDALISM. Call #,"1400 BLK OF E 18TH ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1400 blk of e 18th st, tucson, az"
Assault,10/02/2024 11:07 AM,THREATS. Call #,"1400 BLK OF E TUCSON MARKETPLACE BL, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1400 blk of e tucson marketplace bl, tucson, az"
Theft,10/02/2024 10:15 AM,PROPERTY THEFT. Call #,"1000 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1000 blk of e 22nd st, tucson, az"
Other,10/02/2024 10:04 AM,NON-VERIFIED ALARM. Call #,"2600 BLK OF E EXETER ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2600 blk of e exeter st, tucson, az"
Other,10/02/2024 9:56 AM,NON-VERIFIED ALARM. Call #,"2000 BLK OF E SILVERLAKE RD, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2000 blk of e silverlake rd, tucson, az"
Other,10/02/2024 8:26 AM,MENTAL HEALTH UNIT. Call #,"2500 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","2500 blk of e 22nd st, tucson, az"
Other,10/02/2024 1:15 AM,ARGUMENT. Call #,"400 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","400 blk of e 22nd st, tucson, az"
Other,10/01/2024 6:52 PM,ARGUMENT. Call #,"700 BLK OF E 33RD ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","700 blk of e 33rd st, tucson, az"
Other,10/01/2024 4:40 PM,NON-VERIFIED ALARM. Call #,"800 BLK OF S SANTA RITA AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","800 blk of s santa rita av, tucson, az"
Assault,10/01/2024 1:42 PM,FIGHT-WEAPONS INVOLVED. Call #,"1000 BLK OF S PARK AV, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","1000 blk of s park av, tucson, az"
Other,10/01/2024 9:35 AM,UNWANTED PERSON/TRESPASSER. Call #,"900 BLK OF E 22ND ST, Tucson, AZ",32.2032086,-110.9458401,Tucson,AZ,"$52,049","900 blk of e 22nd st, tucson, az"
Arrest,10/06/2024 1:59 AM,ORDER VIOLATION. Call #,"9X HARDIE AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","9x hardie ave sw, renton, wa"
Other,10/06/2024 1:18 AM,SUSPICIOUS VEHICLE. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Theft,10/05/2024 11:00 PM,THEFT. Call #,"4XX RENTON CENTER WAY SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","4xx renton center way sw, renton, wa"
Theft,10/05/2024 10:48 PM,SHOPLIFT. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Other,10/05/2024 10:07 PM,SUSPICIOUS SUBJECT. Call #,"16XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","16xxx west valley hwy, tukwila, wa"
Other,10/05/2024 9:22 PM,SUSPICIOUS SUBJECT. Call #,"1XX SW SUNSET BLVD, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","1xx sw sunset blvd, renton, wa"
Assault,10/05/2024 7:20 PM,THREATS. Call #,"3XX RENTON CENTER WAY SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx renton center way sw, renton, wa"
Assault,10/05/2024 4:05 PM,FIGHT. Call #,"3XX RENTON CENTER WAY SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx renton center way sw, renton, wa"
Other,10/05/2024 3:11 PM,UNWANTED SUBJECT(S). Call #,"16XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","16xxx west valley hwy, tukwila, wa"
Theft,10/05/2024 2:55 PM,SHOPLIFT. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Vandalism,10/05/2024 2:03 PM,MALICIOUS MISCHIEF. Call #,"7XXX FUN CENTER WAY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","7xxx fun center way, tukwila, wa"
Other,10/05/2024 3:34 AM,SUSPICIOUS ACTIVITY. Call #,"15XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","15xxx west valley hwy, tukwila, wa"
Assault,10/05/2024 12:51 AM,THREATS. Call #,"16XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","16xxx west valley hwy, tukwila, wa"
Other,10/04/2024 10:29 PM,SUSPICIOUS ACTIVITY. Call #,"7XX LIND AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx lind ave sw, renton, wa"
Other,10/04/2024 9:42 PM,SUSPICIOUS SUBJECT. Call #,"SW SUNSET BLVD/SW LANGSTON RD, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","sw sunset blvd/sw langston rd, renton, wa"
Other,10/04/2024 7:11 PM,UNWANTED SUBJECT(S). Call #,"4XX MAPLE AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","4xx maple ave sw, renton, wa"
Other,10/04/2024 6:55 PM,SUSPICIOUS VEHICLE. Call #,"6XX MONSTER RD SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","6xx monster rd sw, renton, wa"
Theft,10/04/2024 4:46 PM,VEHICLE THEFT. Call #,"5XX SHATTUCK AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","5xx shattuck ave s, renton, wa"
Other,10/04/2024 3:53 PM,SUSPICIOUS ACTIVITY. Call #,"6XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","6xx rainier ave s, renton, wa"
Other,10/04/2024 8:03 AM,UNWANTED SUBJECT(S). Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Theft,10/04/2024 7:38 AM,SHOPLIFT. Call #,"3XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx rainier ave s, renton, wa"
Other,10/04/2024 5:46 AM,SUSPICIOUS SUBJECT. Call #,"3XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx rainier ave s, renton, wa"
Other,10/04/2024 4:40 AM,UNWANTED SUBJECT(S). Call #,"5XX S GRADY WAY, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","5xx s grady way, renton, wa"
Other,10/04/2024 4:03 AM,UNWANTED SUBJECT(S). Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Assault,10/04/2024 3:52 AM,DOMESTIC VIOLENCE. Call #,"15XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","15xxx west valley hwy, tukwila, wa"
Other,10/03/2024 11:47 PM,SUSPICIOUS VEHICLE. Call #,"SHATTUCK AVE S/S 7TH ST, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","shattuck ave s/s 7th st, renton, wa"
Theft,10/03/2024 10:44 PM,SHOPLIFT. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Other,10/03/2024 9:44 PM,SOLICITOR. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Other,10/03/2024 9:19 PM,UNWANTED SUBJECT(S). Call #,"4XX RENTON CENTER WAY SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","4xx renton center way sw, renton, wa"
Other,10/03/2024 4:40 PM,TRESPASSING. Call #,"7XX LIND AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx lind ave sw, renton, wa"
Theft,10/03/2024 3:05 PM,SHOPLIFT. Call #,"7XX LIND AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx lind ave sw, renton, wa"
Other,10/03/2024 2:53 PM,UNWANTED SUBJECT(S). Call #,"16XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","16xxx west valley hwy, tukwila, wa"
Other,10/03/2024 12:43 PM,UNWANTED SUBJECT(S). Call #,"4XX RENTON CENTER WAY SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","4xx renton center way sw, renton, wa"
Theft,10/03/2024 12:31 PM,VEHICLE THEFT. Call #,"2XX SW 19TH ST, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","2xx sw 19th st, renton, wa"
Theft,10/03/2024 12:00 PM,Motor Vehicle Theft,"8200 BLOCK S 130TH ST, BRYN MAWR-SKYWAY, WA",47.47047245,-122.23218857224276,BRYN MAWR-SKYWAY,WA,"$87,298","8200 block s 130th st, bryn mawr-skyway, wa"
Theft,10/03/2024 10:31 AM,VEHICLE THEFT. Call #,"1XXX EAST VALLEY RD, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","1xxx east valley rd, renton, wa"
Other,10/03/2024 7:44 AM,SUSPICIOUS ACTIVITY. Call #,"16XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","16xxx west valley hwy, tukwila, wa"
Theft,10/03/2024 7:01 AM,VEHICLE THEFT. Call #,"S 4TH PL/SHATTUCK AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","s 4th pl/shattuck ave s, renton, wa"
Other,10/03/2024 4:56 AM,SUSPICIOUS VEHICLE. Call #,"3XX S GRADY WAY, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx s grady way, renton, wa"
Other,10/03/2024 3:25 AM,SUSPICIOUS SUBJECT. Call #,"4XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","4xx rainier ave s, renton, wa"
Other,10/03/2024 12:41 AM,SUSPICIOUS VEHICLE. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Other,10/03/2024 12:07 AM,SUSPICIOUS SUBJECT. Call #,"3XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","3xx rainier ave s, renton, wa"
Theft,10/02/2024 11:08 PM,THEFT. Call #,"7XXX FUN CENTER WAY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","7xxx fun center way, tukwila, wa"
Vandalism,10/02/2024 9:17 PM,MALICIOUS MISCHIEF. Call #,"6XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","6xx rainier ave s, renton, wa"
Theft,10/02/2024 7:42 PM,THEFT. Call #,"15XXX WEST VALLEY HWY, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","15xxx west valley hwy, tukwila, wa"
Assault,10/02/2024 7:25 PM,DOMESTIC VIOLENCE. Call #,"7XX RAINIER AVE S, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","7xx rainier ave s, renton, wa"
Theft,10/02/2024 7:25 PM,THEFT. Call #,"2XXX NACHES AVE SW, RENTON, WA",47.47047245,-122.23218857224276,RENTON,WA,"$92,292","2xxx naches ave sw, renton, wa"
Other,10/02/2024 12:22 PM,TRESPASSING. Call #,"6XX STRANDER BLVD, TUKWILA, WA",47.47047245,-122.23218857224276,TUKWILA,WA,"$76,331","6xx strander blvd, tukwila, wa"
Assault,09/03/2024 2:00 PM,2903.13-Assault,"N BROADWAY AND GAY STREET, Williamsburg, OH",39.0183058,-83.924118,Williamsburg,OH,"$58,500","n broadway and gay street, williamsburg, oh"
Burglary,09/03/2024 3:00 AM,"2911.12A1-Burglary _ Trespass In Occupied Structure, Separately Secured Structure, Or Separately Occupied Portion Of An Occupied Structure When Another Person Is Presenoffense Date/Time","300 BLOCK OF CAMPBELL RD, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","300 block of campbell rd, bethel, oh"
Other,09/01/2024 10:00 AM,2911.21A1-Criminal Trespass _ Land Premises Of Another,"2600 BLOCK OF AIRPORT RD, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","2600 block of airport rd, bethel, oh"
Vandalism,08/30/2024 4:30 PM,2909.05C-Vandalism _ Memorial For The Dead Or Other Cemetery Structure,"2600 BLOCK OF SPRING ST, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","2600 block of spring st, bethel, oh"
Other,08/20/2024 1:00 AM,2911.21-Criminal Trespass,"3800 BLOCK OF OLD SR 32, Williamsburg, OH",39.0183058,-83.924118,Williamsburg,OH,"$58,500","3800 block of old sr 32, williamsburg, oh"
Assault,08/17/2024 6:30 PM,2919.25-Domestic Violence,"3800 BLOCK OF NORTH ST, Fayetteville, OH",39.0183058,-83.924118,Fayetteville,OH,"$66,250","3800 block of north st, fayetteville, oh"
Assault,08/17/2024 10:00 AM,2919.25-Domestic Violence,"3400 BLOCK OF INEZ AVE, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3400 block of inez ave, bethel, oh"
Arrest,08/16/2024 12:24 PM,2925.11C1-Possession Of Drugs _ Schedule I Or Ii Substance,"4100 BLOCK OF SR 276, Batavia, OH",39.0183058,-83.924118,Batavia,OH,"$55,169","4100 block of sr 276, batavia, oh"
Theft,08/12/2024 5:51 PM,2913.02A3-Theft _ Deception,"4000 BLOCK OF HAGEMANS CROSSING RD, Williamsburg, OH",39.0183058,-83.924118,Williamsburg,OH,"$58,500","4000 block of hagemans crossing rd, williamsburg, oh"
Other,08/10/2024 2:00 PM,2917.11A1-Disorderly Conduct _ Fighting Or Threatening,"400 BLOCK OF SUNSET DR, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","400 block of sunset dr, bethel, oh"
Burglary,08/07/2024 9:00 PM,2911.13A-Breaking And Entering _ Purpose Commit Theft Offense/Felony Unoccupied Structure -- Use Of Force Stealth Deception,"3400 BLOCK OF INEZ AVE, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3400 block of inez ave, bethel, oh"
Vandalism,07/30/2024 1:00 PM,"2909.07A1-Criminal Mischief _ Move, Deface, Tamper, Etc. Property Of Another","3900 BLOCK OF SALLY DR, Williamsburg, OH",39.0183058,-83.924118,Williamsburg,OH,"$58,500","3900 block of sally dr, williamsburg, oh"
Assault,07/28/2024 5:00 PM,2919.25A-Domestic Violence _ Knowingly Cause Physical Harm,"300 BLOCK OF E OSBORNE ST, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","300 block of e osborne st, bethel, oh"
Arrest,07/13/2024 3:50 PM,4511.19-Driving While Under The Influence Of Alcohol/Drugs,"3600 BLOCK OF SPRING GROVE RD, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3600 block of spring grove rd, bethel, oh"
Theft,07/09/2024 5:00 PM,2913.02A1-Theft _ Without Consent,"3700 BLOCK OF SR 125, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3700 block of sr 125, bethel, oh"
Theft,07/09/2024 5:00 PM,2913.02A1-Theft _ Without Consent,"3700 BLOCK OF SR 125 #9, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3700 block of sr 125 #9, bethel, oh"
Theft,07/09/2024 9:40 AM,2913.02A1-Theft _ Without Consent,"300 BLOCK OF MYRTLE AVE, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","300 block of myrtle ave, bethel, oh"
Other,07/09/2024 12:00 AM,2911.21A1-Criminal Trespass _ Land Premises Of Another,"3800 BLOCK OF NORTH ST, Fayetteville, OH",39.0183058,-83.924118,Fayetteville,OH,"$66,250","3800 block of north st, fayetteville, oh"
Theft,07/01/2024 12:00 PM,2913.02A1-Theft _ Without Consent,"3300 BLOCK OF LEGION LN, Bethel, OH",39.0183058,-83.924118,Bethel,OH,"$40,625","3300 block of legion ln, bethel, oh"
