Type,Date,Description,Address,Latitude,Longitude,City,State,Median Household Income,Address_Clean
Other,09/29/2024 6:54 AM,SUSPVEH - SUSPICIOUS VEHICLE. Event #,"5100 BLOCK OF LEEDS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5100 block of leeds ave, baltimore county, md"
Burglary,09/29/2024 6:23 AM,ALRMRESDA - RESD BURGLARY (INTRUSION) ALARM - AUDIBLE. Event #,"1300 BLOCK OF BIRCH AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1300 block of birch ave, baltimore county, md"
Theft,09/29/2024 2:33 AM,VTHEFTJO - VEHICLE THEFT - JUST OCCURRED. Event #,"1100 BLOCK OF ELM RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1100 block of elm rd, baltimore county, md"
Other,09/29/2024 2:30 AM,NOISE - NOISE COMPLAINT. Event #,"00 BLOCK OF WINSLOW PARK DR, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","00 block of winslow park dr, baltimore county, md"
Other,09/28/2024 10:57 PM,SUSPCOND - SUSPICIOUS CIRCUMSTANCES. Event #,"00 BLOCK OF DEER RUN CT, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","00 block of deer run ct, baltimore county, md"
Theft,09/28/2024 5:22 PM,THEFTSUSD - THEFT - SUSPECT DETAINED AND COOPERATIVE. Event #,"4600 BLOCK OF WILKENS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4600 block of wilkens ave, baltimore county, md"
Other,09/28/2024 12:33 PM,SUSPPERS - SUSPICIOUS PERSON. Event #,"5600 BLOCK OF SELFORD RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5600 block of selford rd, baltimore county, md"
Theft,09/28/2024 11:18 AM,THEFT - THEFT (LARCENY) - IN PROGRESS. Event #,"4600 BLOCK OF WILKENS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4600 block of wilkens ave, baltimore county, md"
Other,09/28/2024 8:22 AM,CTORDER - SERVE COURT ORDER. Event #,"200 BLOCK OF GARDEN RIDGE RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","200 block of garden ridge rd, baltimore county, md"
Other,09/27/2024 3:02 PM,CHECKLOC - CHECK ON A LOCATION. Event #,"4600 BLOCK OF WILKENS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4600 block of wilkens ave, baltimore county, md"
Other,09/27/2024 12:11 PM,SUSPCOND - SUSPICIOUS CIRCUMSTANCES. Event #,"1300 BLOCK OF SULPHUR SPRING RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1300 block of sulphur spring rd, baltimore county, md"
Robbery,09/27/2024 10:27 AM,PPERSROB - PAST PERSONAL ROBBERY. Event #,"400 BLOCK OF BLOOMSBURY AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","400 block of bloomsbury ave, baltimore county, md"
Theft,09/27/2024 9:47 AM,THEFT - THEFT (LARCENY) - IN PROGRESS. Event #,"4600 BLOCK OF WILKENS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4600 block of wilkens ave, baltimore county, md"
Other,09/27/2024 8:27 AM,CHECKLOC - CHECK ON A LOCATION. Event #,"1000 BLOCK OF MAIDEN CHOICE LN, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1000 block of maiden choice ln, baltimore county, md"
Burglary,09/27/2024 1:59 AM,ALRMRESDA - RESD BURGLARY (INTRUSION) ALARM - AUDIBLE. Event #,"5100 BLOCK OF LEEDS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5100 block of leeds ave, baltimore county, md"
Other,09/26/2024 7:37 PM,WANTVEH - WANTED VEHICLE. Event #,"5100 BLOCK OF LEEDS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5100 block of leeds ave, baltimore county, md"
Other,09/26/2024 6:29 PM,MISSPER - MISSING PERSON. Event #,"4800 BLOCK OF CARMELLA DR, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4800 block of carmella dr, baltimore county, md"
Other,09/26/2024 6:20 PM,HITRUN - HIT AND RUN - NO INJURY. Event #,"ALTAMONT AVE & PARADISE AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","altamont ave & paradise ave, baltimore county, md"
Other,09/26/2024 6:17 PM,CHECKLOC - CHECK ON A LOCATION. Event #,"800 BLOCK OF SULPHUR SPRING RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","800 block of sulphur spring rd, baltimore county, md"
Other,09/26/2024 6:03 PM,CHECKLOC - CHECK ON A LOCATION. Event #,"4600 BLOCK OF WILKENS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","4600 block of wilkens ave, baltimore county, md"
Theft,09/26/2024 12:44 PM,PTHREAT - PAST THREAT. Event #,"900 BLOCK OF S ROLLING RD, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","900 block of s rolling rd, baltimore county, md"
Other,09/26/2024 12:09 PM,CHECKLOC - CHECK ON A LOCATION. Event #,"400 BLOCK OF BLOOMSBURY AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","400 block of bloomsbury ave, baltimore county, md"
Other,09/26/2024 10:33 AM,CHECKLOC - CHECK ON A LOCATION. Event #,"5100 BLOCK OF LEEDS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5100 block of leeds ave, baltimore county, md"
Other,09/26/2024 9:52 AM,WANTVEH - WANTED VEHICLE. Event #,"5100 BLOCK OF LEEDS AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","5100 block of leeds ave, baltimore county, md"
Assault,09/26/2024 8:58 AM,PABUSE - PAST ABUSE. Event #,"400 BLOCK OF BLOOMSBURY AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","400 block of bloomsbury ave, baltimore county, md"
Other,09/26/2024 7:25 AM,URGCHECK - URGENT CHECK THE WELFARE. Event #,"00 BLOCK OF GLENCOE AVE, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","00 block of glencoe ave, baltimore county, md"
Other,09/26/2024 7:17 AM,CHECKLOC - CHECK ON A LOCATION. Event #,"1000 BLOCK OF MAIDEN CHOICE LN, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1000 block of maiden choice ln, baltimore county, md"
Other,09/26/2024 1:46 AM,CHECKLOC - CHECK ON A LOCATION. Event #,"1000 BLOCK OF MAIDEN CHOICE LN, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1000 block of maiden choice ln, baltimore county, md"
Other,09/26/2024 12:53 AM,CHECKLOC - CHECK ON A LOCATION. Event #,"1000 BLOCK OF MAIDEN CHOICE LN, Baltimore County, MD",39.2541842,-76.7130756,Baltimore County,MD,"$88,157","1000 block of maiden choice ln, baltimore county, md"
Theft,10/01/2024 12:00 AM,FRAUD - ILLEGAL USE CREDIT CARDS. Credit Card/Automatic Teller Machine Fraud. Other/Unknown. Report #:240046873,"8500 BLK HOOD ST, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","8500 blk hood st, takoma park, md"
Theft,09/28/2024 8:17 AM,AUTO THEFT - VEHICLE THEFT. Motor Vehicle Theft. Street - In vehicle. Report #:240046311,"8300 BLK GARLAND AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","8300 blk garland ave, takoma park, md"
Theft,09/27/2024 8:30 PM,AUTO THEFT - VEHICLE THEFT. Motor Vehicle Theft. Street - Residential. Report #:240046320,"7600 BLK FLOWER AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","7600 blk flower ave, takoma park, md"
Vandalism,09/27/2024 8:30 PM,DAMAGE PROPERTY (DESCRIBE OFFENSE). Destruction/Damage/Vandalism of Property. Street - Residential. Report #:240046320,"7600 BLK FLOWER AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","7600 blk flower ave, takoma park, md"
Burglary,09/27/2024 5:30 PM,BURGLARY - FORCED ENTRY-RESIDENTIAL. Burglary/Breaking and Entering. Residence - Single Family. Report #:240046241,"8100 BLK CHESTER ST, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","8100 blk chester st, takoma park, md"
Theft,09/27/2024 5:00 PM,LARCENY (DESCRIBE OFFENSE). All other Larceny. Residence - Apartment/Condo. Report #:240046245,"7600 BLK MAPLE AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","7600 blk maple ave, takoma park, md"
Assault,09/27/2024 3:11 PM,ASSAULT - AGGRAVATED - OTHER. Aggravated Assault. Residence - Apartment/Condo. Report #:240046208,"7600 BLK MAPLE AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","7600 blk maple ave, takoma park, md"
Other,09/26/2024 12:00 AM,LOST PROPERTY. All Other Offenses. Other/Unknown. Report #:240046162,"500 BLK DOMER AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","500 blk domer ave, takoma park, md"
Assault,09/24/2024 2:51 PM,SEX OFFENSE - AGAINST CHILD-FONDLING. Forcible Fondling. Residence - Yard. Report #:240045574,"8500 BLK FLOWER AVE, TAKOMA PARK, MD",39.0006579,-77.0023701,TAKOMA PARK,MD,"$95,316","8500 blk flower ave, takoma park, md"
Other,09/28/2024 12:18 AM,POLICE INFORMATION. All Other Offenses. Street - In vehicle. Report #:240046286,"200 BLK N FREDERICK AVE, GAITHERSBURG, MD",39.0985195,-77.15878854682828,GAITHERSBURG,MD,"$104,544","200 blk n frederick ave, gaithersburg, md"
Other,09/26/2024 12:00 PM,UNAUTHORIZED USE OF VEHICLE (INCLUDES JOY RIDING). All Other Offenses. Commercial - Office Building. Report #:240046120,"15600 BLK FREDERICK RD, DERWOOD, MD",39.0985195,-77.15878854682828,DERWOOD,MD,"$77,083","15600 blk frederick rd, derwood, md"
Vandalism,09/26/2024 12:45 AM,DAMAGE PROPERTY - PUBLIC. Destruction/Damage/Vandalism of Property. Street - Bus Stop. Report #:240046544,"200 BLK N FREDERICK AVE, GAITHERSBURG, MD",39.0985195,-77.15878854682828,GAITHERSBURG,MD,"$104,544","200 blk n frederick ave, gaithersburg, md"
Other,09/25/2024 2:30 AM,TRESPASSING. Trespass of Real Property. Convenience Store. Report #:240045673,"15800 BLK FREDERICK RD, DERWOOD, MD",39.0985195,-77.15878854682828,DERWOOD,MD,"$77,083","15800 blk frederick rd, derwood, md"
Other,09/24/2024 6:00 PM,LOST PROPERTY. All Other Offenses. Auto Dealership. Report #:240046228,"15500 BLK FREDERICK RD, DERWOOD, MD",39.0985195,-77.15878854682828,DERWOOD,MD,"$77,083","15500 blk frederick rd, derwood, md"
Assault,09/24/2024 11:21 AM,RAPE - STRONG-ARM. Forcible Rape. Residence - Other. Report #:240040357,"7300 BLK CALHOUN PL, DERWOOD, MD",39.0985195,-77.15878854682828,DERWOOD,MD,"$77,083","7300 blk calhoun pl, derwood, md"
Vandalism,10/02/2024 8:52 PM,DAMAGE PROPERTY (DESCRIBE OFFENSE). Destruction/Damage/Vandalism of Property. Street - In vehicle. Report #:240047114,"7400 BLK BUFFALO AVE, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","7400 blk buffalo ave, takoma park, md"
Robbery,10/02/2024 6:04 PM,ROBBERY (DESCRIBE OFFENSE). Robbery. Residence - Yard. Report #:240047087,"400 BLK ETHAN ALLEN AVE, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","400 blk ethan allen ave, takoma park, md"
Theft,09/28/2024 6:57 PM,LARCENY - FROM AUTO. Theft From Motor Vehicle. Street - In vehicle. Report #:240046394,"200 BLK MANOR CIR, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","200 blk manor cir, takoma park, md"
Assault,09/28/2024 5:31 PM,ASSAULT - 2ND DEGREE. Simple Assault. Residence - Apartment/Condo. Report #:240046380,"7700 BLK EASTERN AVE, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","7700 blk eastern ave, takoma park, md"
Theft,09/27/2024 11:15 PM,AUTO THEFT - VEHICLE THEFT. Motor Vehicle Theft. Street - Residential. Report #:240046301,"00 BLK MANOR CIR, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","00 blk manor cir, takoma park, md"
Vandalism,09/27/2024 11:15 PM,DAMAGE PROPERTY (DESCRIBE OFFENSE). Destruction/Damage/Vandalism of Property. Street - Residential. Report #:240046301,"00 BLK MANOR CIR, TAKOMA PARK, MD",38.9838522,-77.020496089126,TAKOMA PARK,MD,"$95,316","00 blk manor cir, takoma park, md"
Arrest,09/27/2024 8:39 PM,WARRANT SERVICE. Disclaimer,"16300 BLOCK OF JOHN WALSH WAY, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of john walsh way, emmitsburg, md"
Assault,09/12/2024 10:55 AM,SEX OFFENSE. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Other,09/09/2024 5:53 PM,TRESPASSING. Disclaimer,"16200 BLOCK OF OLD FREDERICK RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16200 block of old frederick rd, emmitsburg, md"
Theft,08/05/2024 12:23 PM,THEFT / STOLEN / SHOPLIFTING - EXCEPT VEHICLE. Disclaimer,"WALDRON STADIUM MSMU, Frederick County, MD",39.68056055,-77.3465509414935,Frederick County,MD,"$115,724","waldron stadium msmu, frederick county, md"
Other,07/10/2024 1:16 AM,SUSPICIOUS PERSON. Disclaimer,"SAINT ANTHONY RD / JOHN WALSH WAY, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","saint anthony rd / john walsh way, emmitsburg, md"
Other,07/03/2024 11:17 AM,SUSPICIOUS PERSON. Disclaimer,"16300 BLOCK OF GROTTO RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of grotto rd, emmitsburg, md"
Other,06/21/2024 8:14 AM,HIT AND RUN PROPERTY DAMAGE. Disclaimer,"16300 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of old emmitsburg rd, emmitsburg, md"
Other,06/19/2024 2:19 AM,TRESPASSING. Disclaimer,"16200 BLOCK OF JIM PHELAN WAY, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16200 block of jim phelan way, emmitsburg, md"
Other,06/12/2024 3:08 PM,SUSPICIOUS VEHICLE. Disclaimer,"16300 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of old emmitsburg rd, emmitsburg, md"
Arrest,05/15/2024 2:55 PM,WARRANT SERVICE. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Vandalism,05/11/2024 1:06 PM,DESTRUCTION OF PROPERTY / VANDALISM. Disclaimer,"16300 BLOCK OF GROTTO RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of grotto rd, emmitsburg, md"
Theft,05/10/2024 9:28 AM,THEFT / STOLEN / SHOPLIFTING - EXCEPT VEHICLE. Disclaimer,"16300 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of old emmitsburg rd, emmitsburg, md"
Other,05/10/2024 5:39 AM,HIT AND RUN PROPERTY DAMAGE. Disclaimer,"16300 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of old emmitsburg rd, emmitsburg, md"
Assault,05/06/2024 11:03 PM,HARRASSMENT. Disclaimer,"16300 BLOCK OF DUBOIS TER, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of dubois ter, emmitsburg, md"
Other,05/03/2024 5:11 PM,TRESPASSING. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Assault,04/30/2024 5:48 PM,ASSAULT IN PROGRESS - ALERT TONE. Disclaimer,"500 BLOCK OF WILLOW DR, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","500 block of willow dr, emmitsburg, md"
Theft,04/30/2024 12:29 PM,THEFT / STOLEN / SHOPLIFTING - EXCEPT VEHICLE. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Assault,04/30/2024 10:32 AM,ASSAULT - OCCURED EARLIER. Disclaimer,"16300 BLOCK OF GROTTO RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of grotto rd, emmitsburg, md"
Arrest,04/11/2024 10:42 AM,WARRANT SERVICE. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Shooting,04/05/2024 11:48 PM,SHOOTING - ALERT TONE. Disclaimer,"16600 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16600 block of old emmitsburg rd, emmitsburg, md"
Assault,03/25/2024 8:27 AM,HARRASSMENT. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Arrest,03/21/2024 10:17 AM,WARRANT SERVICE. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Arrest,03/18/2024 1:18 PM,NARCOTICS. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Vandalism,03/17/2024 2:57 PM,DESTRUCTION OF PROPERTY / VANDALISM. Disclaimer,"16300 BLOCK OF GROTTO RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of grotto rd, emmitsburg, md"
Other,03/15/2024 4:51 PM,MISSING PERSON. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Arrest,03/14/2024 4:48 PM,WARRANT SERVICE. Disclaimer,"RT15NB / MOTTERS STATION RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","rt15nb / motters station rd, emmitsburg, md"
Other,03/14/2024 10:42 AM,MISSING PERSON. Disclaimer,"15800 BLOCK OF OLD FREDERICK RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","15800 block of old frederick rd, emmitsburg, md"
Arrest,03/14/2024 12:34 AM,WARRANT SERVICE. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Other,02/15/2024 9:36 AM,SUSPICIOUS PERSON. Disclaimer,"16400 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16400 block of old emmitsburg rd, emmitsburg, md"
Other,02/09/2024 11:44 AM,SUSPICIOUS PERSON. Disclaimer,"16600 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16600 block of old emmitsburg rd, emmitsburg, md"
Other,02/09/2024 9:33 AM,SUSPICIOUS VEHICLE. Disclaimer,"S SETON AVE / OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","s seton ave / old emmitsburg rd, emmitsburg, md"
Other,02/09/2024 9:08 AM,TRESPASSING. Disclaimer,"16600 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16600 block of old emmitsburg rd, emmitsburg, md"
Other,02/07/2024 4:23 PM,HIT AND RUN PROPERTY DAMAGE. Disclaimer,"16300 BLOCK OF OLD EMMITSBURG RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of old emmitsburg rd, emmitsburg, md"
Other,02/06/2024 8:16 PM,HIT AND RUN PROPERTY DAMAGE. Disclaimer,"16200 BLOCK OF JIM PHELAN WAY, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16200 block of jim phelan way, emmitsburg, md"
Arrest,02/06/2024 3:25 PM,NARCOTICS. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Other,02/03/2024 2:59 PM,SUMMONS SERVICE. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Theft,01/22/2024 1:42 PM,THEFT / STOLEN / SHOPLIFTING - EXCEPT VEHICLE. Disclaimer,"16300 BLOCK OF UNIVERSITY WAY, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","16300 block of university way, emmitsburg, md"
Other,01/10/2024 8:31 AM,TRESPASSING. Disclaimer,"9700 BLOCK OF KEYSVILLE RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","9700 block of keysville rd, emmitsburg, md"
Vandalism,01/09/2024 10:47 AM,DESTRUCTION OF PROPERTY / VANDALISM. Disclaimer,"MECHANICSTOWN RD / MOTTERS STATION RD, EMMITSBURG, MD",39.68056055,-77.3465509414935,EMMITSBURG,MD,"$74,563","mechanicstown rd / motters station rd, emmitsburg, md"
